14098	4	39569
14405	6	31106
14470	4	37913
14471	4	26704
14511	6	11512
14633	6	8142
14633	6	31433
14732	6	18907
14768	6	24252
14853	6	3123
14888	4	21122
14927	4	5288
14999	4	31316
15092	4	32205
15242	6	5534
15354	6	3123
15403	4	40478
15430	4	617
15433	6	23550
15543	4	26788
15647	4	32971
15795	6	39521
15799	6	17609
16049	4	31756
16141	4	16183
16176	4	33688
16225	4	4698
16260	4	1174
16697	4	31051
16734	7	13678
16748	6	29001
16800	4	32120
16899	4	24507
16979	4	35069
17022	6	3619
17022	6	35666
17040	8	37417
17088	4	35425
17262	4	33581
17347	4	20159
17365	6	1148
17375	6	39568
17407	6	4098
17526	4	11245
17564	4	28570
17663	4	9378
17701	4	36065
17814	4	3175
17960	4	24312
18192	4	1499
18208	6	35649
18481	6	27900
18492	6	36549
18612	4	19325
18612	4	33576
18660	6	21000
18672	8	18729
18778	6	32930
18890	4	28071
18890	4	37812
18918	6	31983
18933	4	6687
18936	4	39578
19066	6	13595
19086	6	12484
19110	4	40436
19214	6	3845
19269	6	3870
19409	4	36350
19710	6	10760
19842	4	22836
19903	4	29357
19960	6	20910
19964	4	40677
19987	4	11397
19999	4	35620
20071	4	20803
20159	4	23395
20288	6	29915
20664	4	26988
20809	4	32206
20809	4	32820
20826	6	37122
20971	4	929
21077	4	10657
21774	6	9252
21810	4	25015
21948	4	38918
21952	4	9376
21996	6	11995
21996	6	20017
22075	4	35020
22455	6	27199
22457	6	34682
22927	4	27025
23000	6	39446
23036	4	36472
23037	4	3762
23158	4	15716
23613	4	28865
23743	4	1839
23751	4	8080
23820	6	11103
23820	6	25420
24031	4	32273
24242	4	40495
24380	6	4034
24444	8	33475
24584	6	29929
24660	4	23613
24803	4	28831
25015	4	28828
25268	4	21905
25322	4	40518
25767	4	33687
25930	4	9684
26122	4	31544
26283	6	40443
26351	6	25426
26559	6	35828
26577	4	38800
26637	6	24424
26778	4	2803
26934	4	36843
27152	4	38832
27225	6	33459
27244	6	22681
27360	6	36837
27716	6	14968
28163	6	33290
28203	4	29473
28342	4	21955
28456	6	22320
28603	4	38563
28794	4	27413
28947	4	15200
29031	4	40721
29185	6	40731
29266	4	13537
29279	4	22476
29542	6	38922
29706	4	499
30065	6	21979
30241	6	28445
30257	4	39983
30646	4	33263
30663	4	40225
30696	4	40310
30729	4	33668
30909	6	31031
30927	6	25532
31236	4	34496
31261	4	13766
31306	6	34770
31355	4	35983
31393	4	27927
31487	4	8818
31596	6	8773
31725	6	3983
31739	4	18679
31744	4	8674
31983	6	2119
31989	4	40175
32447	6	14556
32624	6	26608
33010	4	37752
33210	6	17250
33419	4	28271
33947	4	39713
34009	6	39128
34114	4	1598
34332	4	1842
34372	4	36708
34851	4	31118
35120	4	33416
35258	4	25396
35515	4	5683
35907	4	37894
35965	4	17251
36007	6	17148
36048	6	18704
36055	6	19589
36148	4	23121
36197	4	29170
36201	4	39259
36295	6	20656
36506	4	25083
36951	4	24229
37173	4	10091
37756	4	40810
38094	4	40790
38576	6	23883
38879	4	40465
38964	6	15538
39294	4	26572
39375	4	35988
39433	6	40246
39579	4	25695
39603	4	27065
39730	4	31900
39750	6	18050
40287	6	21134
40843	4	5346
